,gen1,gen2,bd1,bd2,agediff,genderdiff,id1,id2
4319,male,female,1789-04-26T00:00:00Z,1861-02-13T00:00:00Z,71.84931506849315,mixed,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q107653058
4320,male,male,1789-04-26T00:00:00Z,1812-01-26T00:00:00Z,22.764383561643836,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q21521593
4321,male,male,1789-04-26T00:00:00Z,1798-09-05T00:00:00Z,9.367123287671232,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q1773640
4322,male,male,1789-04-26T00:00:00Z,1811-12-04T00:00:00Z,22.61917808219178,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q106989018
4323,male,male,1789-04-26T00:00:00Z,1817-04-13T00:00:00Z,27.980821917808218,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q15091583
4324,male,male,1789-04-26T00:00:00Z,1779-08-03T00:00:00Z,9.736986301369862,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q107804797
4325,male,male,1789-04-26T00:00:00Z,1826-08-16T00:00:00Z,37.32876712328767,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q16649424
4326,male,male,1789-04-26T00:00:00Z,1806-01-22T00:00:00Z,16.75068493150685,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q3369864
4327,male,female,1789-04-26T00:00:00Z,1766-09-21T00:00:00Z,22.610958904109587,mixed,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q104922920
4328,male,male,1789-04-26T00:00:00Z,1794-04-09T00:00:00Z,4.956164383561644,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q4428698
4329,male,male,1789-04-26T00:00:00Z,1874-08-09T00:00:00Z,85.34246575342466,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q56434415
4330,male,male,1789-04-26T00:00:00Z,1798-07-10T00:00:00Z,9.210958904109589,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q4140972
4331,male,male,1789-04-26T00:00:00Z,1866-01-01T00:00:00Z,76.73424657534247,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q5666633
4332,male,male,1789-04-26T00:00:00Z,1927-09-19T00:00:00Z,138.48767123287672,m-m,http://www.wikidata.org/entity/Q2037491,http://www.wikidata.org/entity/Q4107205
4333,male,male,1911-01-01T00:00:00Z,1898-09-04T00:00:00Z,12.331506849315069,m-m,http://www.wikidata.org/entity/Q5660654,http://www.wikidata.org/entity/Q115731
4334,male,female,1909-11-18T00:00:00Z,1914-05-06T00:00:00Z,4.465753424657534,mixed,http://www.wikidata.org/entity/Q6530702,http://www.wikidata.org/entity/Q108682572
4335,female,female,1891-06-02T00:00:00Z,1918-01-02T00:00:00Z,26.602739726027398,f-f,http://www.wikidata.org/entity/Q100783450,http://www.wikidata.org/entity/Q4272889
4336,female,male,1891-06-02T00:00:00Z,1911-03-09T00:00:00Z,19.778082191780822,mixed,http://www.wikidata.org/entity/Q100783450,http://www.wikidata.org/entity/Q5901302
4337,male,male,1802-08-16T00:00:00Z,1921-01-23T00:00:00Z,118.51780821917808,m-m,http://www.wikidata.org/entity/Q5894348,http://www.wikidata.org/entity/Q6108714
4338,male,male,1896-03-01T00:00:00Z,1903-03-19T00:00:00Z,7.049315068493151,m-m,http://www.wikidata.org/entity/Q21522815,http://www.wikidata.org/entity/Q3088960
4339,male,male,1896-03-01T00:00:00Z,1913-11-30T00:00:00Z,17.75890410958904,m-m,http://www.wikidata.org/entity/Q21522815,http://www.wikidata.org/entity/Q20211609
4340,female,female,1896-04-03T00:00:00Z,1907-07-25T00:00:00Z,11.312328767123288,f-f,http://www.wikidata.org/entity/Q21198636,http://www.wikidata.org/entity/Q108672130
4341,male,male,1916-05-24T00:00:00Z,1926-08-21T00:00:00Z,10.24931506849315,m-m,http://www.wikidata.org/entity/Q4462220,http://www.wikidata.org/entity/Q21387858
4342,male,male,1916-05-24T00:00:00Z,1917-02-24T00:00:00Z,0.7561643835616438,m-m,http://www.wikidata.org/entity/Q4462220,http://www.wikidata.org/entity/Q5669784
4343,unknown,male,1877-01-01T00:00:00Z,1827-03-08T00:00:00Z,49.85479452054795,unknown,http://www.wikidata.org/entity/Q100600540,http://www.wikidata.org/entity/Q2659122
4344,female,male,1907-11-26T00:00:00Z,1907-03-01T00:00:00Z,0.7397260273972602,mixed,http://www.wikidata.org/entity/Q513586,http://www.wikidata.org/entity/Q3081418
4345,male,male,1837-04-13T00:00:00Z,1807-05-28T00:00:00Z,29.898630136986302,m-m,http://www.wikidata.org/entity/Q723149,http://www.wikidata.org/entity/Q122972
4346,male,male,1910-05-01T00:00:00Z,1913-09-28T00:00:00Z,3.4136986301369863,m-m,http://www.wikidata.org/entity/Q5326427,http://www.wikidata.org/entity/Q7327533
4347,male,male,1887-01-01T00:00:00Z,1865-08-30T00:00:00Z,21.353424657534248,m-m,http://www.wikidata.org/entity/Q21339681,http://www.wikidata.org/entity/Q5075976
4348,male,male,1887-01-01T00:00:00Z,1856-03-02T00:00:00Z,30.854794520547944,m-m,http://www.wikidata.org/entity/Q21339681,http://www.wikidata.org/entity/Q6503885
4350,male,male,1957-01-01T00:00:00Z,1963-01-01T00:00:00Z,6.002739726027397,m-m,https://orcid.org/0000-0003-4524-0617,https://orcid.org/0000-0001-9645-3394
4351,male,female,1898-10-21T00:00:00Z,1893-08-11T00:00:00Z,5.197260273972603,mixed,http://www.wikidata.org/entity/Q877690,http://www.wikidata.org/entity/Q1356121
4352,male,male,1879-03-23T00:00:00Z,1861-05-04T00:00:00Z,17.895890410958906,m-m,http://www.wikidata.org/entity/Q933991,http://www.wikidata.org/entity/Q2958381
4353,female,male,1893-08-11T00:00:00Z,1898-10-21T00:00:00Z,5.197260273972603,mixed,http://www.wikidata.org/entity/Q1356121,http://www.wikidata.org/entity/Q877690
4354,male,male,1945-10-26T00:00:00Z,1951-12-30T00:00:00Z,6.1808219178082195,m-m,http://www.wikidata.org/entity/Q21395567,http://www.wikidata.org/entity/Q1333409
4355,male,male,1945-10-26T00:00:00Z,1931-04-06T00:00:00Z,14.567123287671233,m-m,http://www.wikidata.org/entity/Q21395567,http://www.wikidata.org/entity/Q21337814
4356,male,male,1945-10-26T00:00:00Z,1961-02-10T00:00:00Z,15.304109589041095,m-m,http://www.wikidata.org/entity/Q21395567,https://orcid.org/0000-0001-8549-8933
4357,male,male,1945-10-26T00:00:00Z,1930-07-04T00:00:00Z,15.323287671232876,m-m,http://www.wikidata.org/entity/Q21395567,http://www.wikidata.org/entity/Q21341785
4358,male,male,1882-01-01T00:00:00Z,1912-08-24T00:00:00Z,30.663013698630138,m-m,http://www.wikidata.org/entity/Q55532773,http://www.wikidata.org/entity/Q3504858
4359,male,female,1890-04-18T00:00:00Z,1893-09-05T00:00:00Z,3.3863013698630136,mixed,http://www.wikidata.org/entity/Q100920290,http://www.wikidata.org/entity/Q100919649
4360,male,male,1863-01-01T00:00:00Z,1878-01-01T00:00:00Z,15.01095890410959,m-m,http://www.wikidata.org/entity/Q21506043,http://www.wikidata.org/entity/Q4224039
4361,male,female,1863-01-01T00:00:00Z,1880-02-06T00:00:00Z,17.10958904109589,mixed,http://www.wikidata.org/entity/Q21506043,http://www.wikidata.org/entity/Q86855070
4362,male,female,1863-01-01T00:00:00Z,1891-07-28T00:00:00Z,28.589041095890412,mixed,http://www.wikidata.org/entity/Q21506043,http://www.wikidata.org/entity/Q86842821
